clip,source_id,language_requested,language_code,language_probability,n_speakers,speech_start_s,speech_end_s,transcript,verify_pass,verify_reasons
en_psychro_p2_0006.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,7.0,"So T sat of PV equal to 15 degrees Celsius. So, so what we do is we go to the table.",True,
en_psychro_p2_0007.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,8.4,"Now, P sat of 25 degrees Celsius can be retrieved from the table, again from the temperature table as 3.169 kilopascal.",True,
en_psychro_p2_0008.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,9.3,So we can evaluate relative humidity as PV over PV P-sat of 25 degrees Celsius and this comes out to be 53.83%.,True,
en_psychro_p2_0009.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,16.9,"Okay? 
Now, we can also calculate the immunity ratio using this expression, since we know PV, relative  I'm sorry, immunity ratio comes out to be 0.01065 kg vapor per kg air. 
So you can see that the amount of water vapor is not very high.",True,
en_psychro_p2_0010.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.0,"Okay, so it's important that you",True,
en_psychro_p2_0011.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,9.8,"Sort of have this diagram in mind all the time so that it is helpful when you are trying to solve problems. So for this problem,",True,
en_psychro_p2_0012.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.9,"What we could have done is we could have drawn, for example, a TV diagram like this.",True,
en_psychro_p2_0015.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.4,So we go to the temperature table and determine the pressure.,True,
en_psychro_p2_0017.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.6,"And PSAT is 3.169, so this is the isobar corresponding to 3.169 KPA.",True,
en_psychro_p2_0018.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,8.9,"So please remember this TV diagram and try to use this when you are solving problems. It will be very, very helpful.",True,
en_psychro_p2_0019.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,15.53,"Next example reads like this, ambient air at a geographic location is 25 degrees Celsius, one atmosphere and 90% relative humidity. Determine the maximum amount of liquid water that can be extracted per unit volume of ambient air. As",True,
en_psychro_p2_0021.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,15.53,"It's a pure water, you know, that is taken from the air and so on. So let us, you know, let us try to find out how much water can realistically be extracted, okay? In fact, this example uses 90% relative humidity, that is relatively.",True,
en_psychro_p2_0023.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,17.1,"Okay? 
So, saturation pressure corresponding to 25 degrees Celsius is 3.169 kPa from the table. 
So for phi equal to 90, from the definition of relative humidity, we can evaluate the partial pressure of water vapor to be 2.8521 kilopascal.",True,
en_psychro_p2_0024.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,7.1,"And since we are assuming the water vapor to be an ideal gas, the amount of if you assume the total volume.",True,
en_psychro_p2_0025.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,7.8,"Mixture volume to be 1 meter cube, we can actually evaluate the amount of water vapor to be 20.72 grams.",True,
en_psychro_p2_0027.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.3,"Under ideal condition, practical situation, it's likely to be much less than this. So,",True,
en_psychro_p2_0029.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.3,"Okay, plus you have to keep in mind that as you extract the moisture from the air, the air becomes dry.",True,
en_psychro_p2_0030.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,8.8,"And as I said before, dry air is also not very comfortable. That can also cause lots of health issues. So this.",True,
en_psychro_p2_0031.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.5,My opinion is not a very practical or practicable way of producing drinking water.,True,
en_psychro_p2_0032.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,13.9,"The last example that we are going to look at is this: 1 kg of air at 25 degrees Celsius, 1 atmosphere, and 70% relative humidity is compressed to 5 atmosphere in a polytropic process.",True,
en_psychro_p2_0033.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,8.9,"It is then cooled at constant volume to 25 degrees Celsius, determine the humidity ratio and the relative humidity of air after the compression process.",True,
en_psychro_p2_0035.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,13.3,"So in the initial state, relative humidity is given. So we know P sat water at 25 degrees Celsius. So we can evaluate the partial pressure of water vapor initially to be 2.2183 kilopascal.",True,
en_psychro_p2_0036.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,11.2,And the humidity ratio in the beginning may be evaluated using this expression. It comes out to be 0.0139 kg vapor per kg dry air.,True,
en_psychro_p2_0037.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.7,"Now, it is heated in a polytropic process, so it goes from state 1 to state 2.",True,
en_psychro_p2_0040.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.9,"Now, after the compression, remember, no water is added or removed, so the humidity ratio remains the same.",True,
en_psychro_p2_0041.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.2,"Uh, 0.0139 kg vapor per kg dry air.",True,
en_psychro_p2_0042.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.6,"And since omega 2 is known, we may evaluate the partial pressure of water vapor.",True,
en_psychro_p2_0043.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.1,"Using this expression, remember, we already had this expression, so omega.",True,
en_psychro_p2_0045.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,9.2,"Mixture pressure, final pressure is also known. Remember, it is compressed to a pressure of 5 atmospheres. So that pressure is also known. So you may evaluate PV from this.",True,
en_psychro_p2_0046.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,9.8,The temperature at the end of compression is 411 Kelvin or 138 degrees Celsius. So P sat corresponding to 138 degrees Celsius is 341.92.,True,
en_psychro_p2_0047.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.2,So some of these numbers are entered here. So T-SAT corresponding to,True,
en_psychro_p2_0048.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.7,"And this is the saturation pressure corresponding to 138, so this is the corresponding isobar.",True,
en_psychro_p2_0049.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,10.7,"So you can see that the relative humidity has decreased considerably, although no water has been removed. But the humidity ratio remains the same because no water has been added or removed.",True,
en_psychro_p2_0051.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.0,"We have illustrated this qualitatively, but what we don't know is whether state three lies.",True,
en_psychro_p2_0052.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,18.0,"State three may also lie here, okay, above the saturated vapor line, or it can lie below the saturated vapor line as indicated here. So we need to find out the temperature at which condensation will begin. In other words, we need to find out the temperature of this state point on the saturated vapor line.",True,
en_psychro_p2_0053.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.4,"At that temperature, when the specific volume of the vapor becomes equal to",True,
en_psychro_p2_0054.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.5,Indha specific volume of the vapor becomes equal to specific volume of the saturated vapor.,True,
en_psychro_p2_0055.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.3,"Okay, you can see here that at this state, specific volume of the vapor.",True,
en_psychro_p2_0056.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.2,"Okay, so there is, so at this temperature, the specific volume of the saturated vapor is equal to specific volume of the",True,
en_psychro_p2_0057.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.3,"Now, the specific volume of the vapor after the compression process may be evaluated using ideal gas equation of state.",True,
en_psychro_p2_0058.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.6,"We know the temperature, we know its partial pressure, so we may evaluate the specific volume as 17.15.",True,
en_psychro_p2_0059.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,10.1,"So we go to the temperature table for water and establish that for a temperature of 42.8 degrees Celsius, VG is equal to 17.15.",True,
en_psychro_p2_0060.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.1,"So, condensation begins at 42.8 degrees Celsius.",True,
en_psychro_p2_0062.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,7.6,So the final specific volume again remains the same at 17.15. So we may evaluate the dryness fraction at state three.,True,
en_psychro_p2_0063.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.7,"Remember, the definition of dryness fraction is mass of vapor divided by",True,
en_psychro_p2_0064.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,12.4,mass of water or mass of mixture which contains both liquid and vapor. So basically this is mv divided by m liquid plus m vapor.,True,
en_psychro_p2_0065.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.6,"Actually, we may, uh, for the present purpose, we may write this as m minus",True,
en_psychro_p2_0066.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,10.0,"So M liquid is what we are denoting here as MW. So you can see that M liquid is nothing but 1 minus X times the mass of water, but",True,
en_psychro_p2_0067.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,13.0,"Uh, the water was present initially entirely as vapor. So that means that this mass of water is equal to the m here, is equal to mv1 and that is what we have used here.",True,
en_psychro_p2_0068.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.0,"Okay, because the water is entirely present as or present entirely as vapor at the beginning of the process.",True,
en_psychro_p2_0069.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.0,So from which we may evaluate mass of liquid as 1 minus X times mass of vapor.,True,
en_psychro_p2_0070.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,7.9,"Omega is nothing but mass of vapor divided by mass of dry air, so omega 1 times mass of dry air, and we may then simplify.",True,
en_psychro_p2_0073.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.6,V3 over R times T3 equal to PA2.,True,
en_psychro_p2_0074.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,11.6,"So R cancels out. V3 equal to V2, constant volume process, so this also cancels out. So we may evaluate the final pressure of the dry air to be 359.308 kilopascal.",True,
en_psychro_p2_0076.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.9,"So, the pressure of the dry air is known, pressure of the uh",True,
en_psychro_p2_0077.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,6.7,Water vapor is also known. So the mixture pressure is the sum of the two and that is equal to 362.477.,True,
en_psychro_p2_0078.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,7.4,"Okay, so these three examples illustrate the use of the",True,
en_psychro_p2_0079.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,4.1,"Concepts or terms, humidity ratio, relative humidity.",True,
en_psychro_p2_0081.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,13.4,"So what we will do in the next lecture is apply first law to psychrometric process. So far, we have only looked at equation of state and definitions of omega, humidity ratio and relative humidity.",True,
en_psychro_p2_0082.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,8.0,"and saturation pressure and saturation temperature. Now we will apply first law because we said psychrometric applications involve heating, cooling.",True,
en_psychro_p2_0083.wav,en_psychro_p2,en-IN,en-IN,,1,0.0,5.2,"Okay, and humidifying, dehumidifying is addition or removal of water vapor.",True,
hi_sadhguru_decision_0001.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,4.0,"कभी मैं यहां सहज, तो कभी मुझे असहज महसूस होता है।",True,
hi_sadhguru_decision_0002.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,5.6,"जब भी आपकी भावनाएं ऊपर नीचे होती हैं, आपका मन कई चीजें कहता है, वो महत्वपूर्ण नहीं है।",True,
hi_sadhguru_decision_0003.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,4.3,"आप 10 साल नर्क से गुजरते हैं तब भी फर्क नहीं पड़ता, आप बस वही करिए।",True,
hi_sadhguru_decision_0004.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,5.0,"स्पष्टता और आनंद में आपने जो तय किया, उसी पर अचलता से टिके रहिए।",True,
hi_sadhguru_decision_0005.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,6.0,"हर दिन जब आपके विचार और भावनाएं यहां वहां उड़ते हैं, आप अपना मन बदलते रहते हैं, बदलते रहते हैं।",True,
hi_sadhguru_decision_0008.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,4.6,और आप में उससे बाहर आकर फिर से यात्रा शुरू करने की हिम्मत नहीं होती।,True,
hi_sadhguru_decision_0010.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,4.3,"कि हर बार जब आप आराम या परेशानी की अलग-अलग अवस्थाओं में होते हैं,",True,
hi_sadhguru_decision_0011.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,4.7,आराम या परेशानी के अलग-अलग स्तरों के कारण नए स्तर के तर्क आ जाएंगे।,True,
hi_sadhguru_decision_0012.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,4.0,दुनिया ऐसी हो चुकी है कि माओवादी पूंजीवादी बन गए हैं।,True,
hi_sadhguru_decision_0013.wav,hi_sadhguru_decision,hi-IN,hi-IN,,1,0.0,6.2,"कल ये आपको भयानक लग सकता है पर उससे कोई फर्क नहीं पड़ता। बस आप टिके रहिए, चाहे आपको वो नर्क जैसा लगे।",True,
hi_sadhguru_emptiness_0002.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,4.2,लेकिन फिर आप देखते हैं कि उनके पास 10 अरब रुपए हैं। अच्छा आपके पास है?,True,
hi_sadhguru_emptiness_0003.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,7.4,"और आप इससे गुज़रे, उससे गुज़रे, फिर उन्होंने बताया दसवीं बोर्ड की परीक्षा है, बस यही है। अगर तुमने पास कर ली तो?",True,
hi_sadhguru_emptiness_0004.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,6.3,"यही आपके माता-पिता आपसे कहते रहे, यह तुम्हारे जीवन का अहम पड़ाव है। दसवीं कक्षा बहुत ज़रूरी है।",True,
hi_sadhguru_emptiness_0005.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,4.5,और दसवीं पास करने के बाद आपका सीना तन गया। ऐसा लगा आप सब जान गए।,True,
hi_sadhguru_emptiness_0006.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,5.7,"पर अगले ही दिन वो कहेंगे कौन से कॉलेज जाओगे, कौन से कॉलेज जाओगे, कैसा कॉलेज? मुझे लगा",True,
hi_sadhguru_emptiness_0007.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,5.5,"जब आप किसी के प्यार में पड़े, तो पता है ना, वो एक, दो या तीन और पैदा करती है।",True,
hi_sadhguru_emptiness_0008.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,5.9,आप ब्रह्मांड की हर चीज से प्यार करने लगें तो भी यह पूरा नहीं भरेगा। इसमें और समाने की गुंजाइश रहेगी।,True,
hi_sadhguru_emptiness_0010.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,4.5,"हर छोटी बड़ी चीज़, हर चीज़ आपको जकड़ लेती है। जैसे ही आप मुक्त हुए,",True,
hi_sadhguru_emptiness_0011.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,7.0,"और सोच रहे हैं अगर मैं एक छोड़ दूं तो खाली हो जाऊंगा। चलो एक और छोड़ दूं, खाली हो जाऊंगा। लोग काशी जाते हैं।",True,
hi_sadhguru_emptiness_0012.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,4.4,"यह एक परंपरा है। पुराने समय में वे कहते थे जब आप काशी जाएं,",True,
hi_sadhguru_emptiness_0013.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,8.1,बस और कुछ नहीं। हर दिन आप सैकड़ों शव जलते देखते हैं। आप वहां कुछ दिन या कुछ महीने बैठते हैं और जब वापस लौटते हैं तो आप मुक्त हों।,True,
hi_sadhguru_emptiness_0014.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,6.7,"फिर लोगों ने इसे थोड़ा बदल दिया। आपको कुछ पैसे छोड़कर आना चाहिए, आपको कुछ और छोड़कर आना चाहिए। आजकल लोग",True,
hi_sadhguru_emptiness_0015.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,4.6,शंकरन पिल्लई की नई शादी हुई थी।,True,
hi_sadhguru_emptiness_0017.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,8.2,"वासनी, वासनी। वासनी अगर आप शून्य होना चाहती हैं तो जरूरी है कि आप वश से मुक्त हो जाएं। व्हाट इज नीडेड इज टू गेट डिस्पोसेस्ड।",True,
hi_sadhguru_emptiness_0018.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,4.2,"चाहे आप लाखों साल कोशिश करें, आपको हमेशा कुछ नया मिलता रहेगा क्योंकि",True,
hi_sadhguru_emptiness_0019.wav,hi_sadhguru_emptiness,hi-IN,hi-IN,,1,0.0,4.2,आपको किसी प्रक्रिया में दीक्षा लेनी चाहिए जो काम करे।,True,
hi_sadhguru_inner_mgmt_0001.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,6.4,यह सिर्फ इस पर निर्भर है कि हम अपने आसपास के माहौल को और खुद को कितनी अच्छी तरह से मैनेज करते हैं।,True,
hi_sadhguru_inner_mgmt_0002.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,5.7,"अगर आप नहीं जानते कि अपने शरीर, मन, भावनाओं और परिस्थितियों को कैसे मैनेज करना है,",True,
hi_sadhguru_inner_mgmt_0003.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,4.2,"घर, समुदाय, राष्ट्र और दुनिया को कैसे संभालना है?",True,
hi_sadhguru_inner_mgmt_0004.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,4.5,हमारे जीवन की गुणवत्ता इस पर निर्भर करती है कि हम चीजों को कैसे मैनेज करते हैं।,True,
hi_sadhguru_inner_mgmt_0005.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,5.4,"आमतौर पर हम केवल आर्थिक मामलों को लेकर ही मैनेजमेंट की बात करते हैं, पूरे जीवन को लेकर नहीं।",True,
hi_sadhguru_inner_mgmt_0006.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,8.0,"तो कुछ ऐसा जिसके लिए आपने काम किया, जिसकी आपने हमेशा लालसा की, जिसे आप अपने जीवन में पाना चाहते थे, जब वो होता है।",True,
hi_sadhguru_inner_mgmt_0007.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,4.6,"क्योंकि आपने अपने जीवन में जो कुछ भी किया, वो सब खुशी की तलाश में था, है ना?",True,
hi_sadhguru_inner_mgmt_0008.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,9.2,"आप जीवन में जो कुछ भी कर रहे हैं, वो इसलिए कर रहे हैं क्योंकि आपको लगता है कि वही आपकी खुशी है। आप खुद को शिक्षित करते हैं, करियर बनाते हैं, परिवार बनाते हैं।",True,
hi_sadhguru_inner_mgmt_0009.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,8.0,"अपने सपनों के पीछे भागते हैं, आप कई चीजें करते हैं क्योंकि कहीं ना कहीं आपको लगता है कि उन चीजों को पूरा करने से आपको खुशी मिलेगी।",True,
hi_sadhguru_inner_mgmt_0010.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,4.7,"अगर वो बाहरी परिस्थितियों को संभाल रहा है, तो वो उन्हें केवल संयोग से संभाल रहा है।",True,
hi_sadhguru_inner_mgmt_0011.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,6.6,"क्योंकि अगर आप नहीं जानते कि अपने मन को कैसे संभालें, अपनी ऊर्जाओं को कैसे संभालें, अपनी आंतरिकता को कैसे संभालें,",True,
hi_sadhguru_inner_mgmt_0012.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,9.6,"तो आप एक संभावित आपदा होते हैं। जब आप एक संभावित आपदा बनकर जीते हैं, तो हर समय चिंतित रहना जीवन का स्वाभाविक हिस्सा बन जाता है।",True,
hi_sadhguru_inner_mgmt_0013.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,4.6,"जहां भी मैं जाता था, लोग स्ट्रेस मैनेजमेंट की ही बात करते, मैं समझ नहीं पाया।",True,
hi_sadhguru_inner_mgmt_0014.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,9.0,"मैं समझ सकता हूं कि आप अपने बिज़नेस, फाइनेंस, परिवार, संपत्ति या जो भी है, उसे मैनेज करना चाहते हैं, लेकिन आप अपने तनाव को क्यों मैनेज करना चाहते हैं?",True,
hi_sadhguru_inner_mgmt_0015.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,5.8,मुझे ये समझने में थोड़ा समय लगा कि ये लोग इस नतीजे पर पहुंच गए हैं कि जीने का और कोई तरीका नहीं है।,True,
hi_sadhguru_inner_mgmt_0016.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,5.5,किसी तरह लोग इस नतीजे पर पहुंच गए हैं कि अगर आप दुनिया में कुछ करते हैं तो आप तनावग्रस्त होंगे ही।,True,
hi_sadhguru_inner_mgmt_0017.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,4.4,वह नहीं जानता कि अपने सिस्टम को कैसे मैनेज करना है। इसीलिए वह तनावपूर्ण है।,True,
hi_sadhguru_inner_mgmt_0018.wav,hi_sadhguru_inner_mgmt,hi-IN,hi-IN,,1,0.0,9.9,"आप किसी चपरासी से पूछें, वो भी तनाव में है। शीर्ष अधिकारी से पूछें, वो भी तनाव में है। हर कोई मानता है कि उसका काम तनावपूर्ण है। कोई काम तनावपूर्ण नहीं है।",True,
